Income 75-122.000,Income >123.000,Average income,Purchasing power class,Contribution private third party insurance,Contribution car policies,Contribution fire policies,AWAPART Number of private third party insurance 1 - 12,Number of car policies,Number of fire policies,Customer Subtype,Number of houses 
122>income>75,income is bit bigger than 123,not so good income,above poverty line,f 0,no Contribution car policies,"The total value of the property:Rs. 50,00,000",no private third party insurance ,no car policies,1 fire policies,"Young, low educated ",have 2 houses
85>income>75,imcome<123,bad income,poverty,f 0,no Contribution car policies,no Contribution fire policies,no private third party insurance ,no car policies,no fire policies,Mixed seniors,have 1 house
85>income>75,imcome<123,good income,poverty,f 50 - 99,no Contribution car policies,Contribution by Limits fire policies,1 private third party insurance ,no car policies,1 fire policies,Low income catholics,have 1 house
95>income>85,imcome<123,good income,middle class,f 0,full Contribution car policies,no Contribution fire policies,no private third party insurance ,1 car policies,no fire policies,Lower class large families,have 1 house
95>income>85,imcome<123,too good income,top high class,f 0,no Contribution car policies,no Contribution fire policies,no private third party insurance ,no car policies,no fire policies,Very Important Provincials,have 1 house
122>income>75,imcome<123,good income,top high class,f 0,no Contribution car policies,Proportion of Property covered by insurance: 100%,no private third party insurance ,no car policies,1 fire policies,High status seniors,have 2 houses
85>income>75,imcome<123,good income,golden class,f 0,no Contribution car policies,Contribution by Limits fire policies,no private third party insurance ,no car policies,1 fire policies,Young all american family,have 1 house
85>income>75,imcome<123,good income,middle class,f 50 - 99,no Contribution car policies,Contribution by Equal Shares fire policies,1 private third party insurance ,no car policies,1 fire policies,Couples with teens 'Married with children',have 1 house
122>income>75,imcome<123,good income,top high class,f 0,full Contribution car policies,no Contribution fire policies,no private third party insurance ,1 car policies,no fire policies,Young all american family,have 1 house
115>income>105,imcome<123,very good income,middle class,f 0,no Contribution car policies,no Contribution fire policies,no private third party insurance ,no car policies,no fire policies,Young and rising,have 1 house
85>income>75,imcome<123,very good income,dimamond class,f 0,no Contribution car policies,no Contribution fire policies,no private third party insurance ,no car policies,no fire policies,"High Income, expensive child",have 1 house
85>income>75,imcome<123,not so good income,poverty,f 0,full Contribution car policies,no Contribution fire policies,no private third party insurance ,1 car policies,no fire policies,Mixed seniors,have 1 house
122>income>75,imcome<123,not so good income,middle class,f 0,no Contribution car policies,no Contribution fire policies,no private third party insurance ,no car policies,no fire policies,Large family farms,have 1 house
85>income>75,imcome<123,bad income,poverty,f 0,no Contribution car policies,no Contribution fire policies,no private third party insurance ,no car policies,no fire policies,Low income catholics,have 1 house
95>income>85,income is bit bigger than 123,very good income,above poverty line,f 0,full Contribution car policies,no Contribution fire policies,no private third party insurance ,1 car policies,no fire policies,Religious elderly singles,have 1 house
122>income>75,imcome<123,not so good income,poverty,f 1 - 49,no Contribution car policies,no Contribution fire policies,1 private third party insurance ,no car policies,no fire policies,Seniors in apartments,have 2 houses
122>income>75,imcome<123,good income,middle class,f 0,full Contribution car policies,no Contribution fire policies,no private third party insurance ,1 car policies,no fire policies,Lower class large families,have 1 house
85>income>75,imcome<123,good income,top high class,f 0,no Contribution car policies,no Contribution fire policies,no private third party insurance ,no car policies,no fire policies,Young all american family,have 1 house
105>income>95,imcome<123,very good income,above middle class,f 0,no Contribution car policies,"Total loss payable: [100%] loss i.e. Rs. 500,000",no private third party insurance ,no car policies,1 fire policies,Mixed rurals,have 1 house
122>income>75,imcome<123,good income,golden class,f 0,no Contribution car policies,no Contribution fire policies,no private third party insurance ,no car policies,no fire policies,Middle class families,have 1 house
122>income>75,imcome<123,not so good income,middle class,f 50 - 99,full Contribution car policies,Contribution by Limits fire policies,1 private third party insurance ,1 car policies,1 fire policies,Young and rising,have 1 house
122>income>75,imcome<123,good income,top high class,f 0,full Contribution car policies,no Contribution fire policies,no private third party insurance ,1 car policies,no fire policies,Young all american family,have 1 house
85>income>75,imcome<123,not so good income,poverty,f 0,full Contribution car policies,no Contribution fire policies,no private third party insurance ,1 car policies,no fire policies,Low income catholics,have 1 house
122>income>75,imcome<123,good income,above middle class,f 50 - 99,no Contribution car policies,Contribution by Equal Shares fire policies,1 private third party insurance ,no car policies,1 fire policies,Traditional families,have 1 house
122>income>75,imcome<123,not so good income,high class,f 0,partial Contribution car policies,no Contribution fire policies,no private third party insurance ,1 car policies,no fire policies,Village families,have 1 house
122>income>75,imcome<123,not so good income,above middle class,f 50 - 99,full Contribution car policies,"Sum Insured Under each Policy: Rs. 50,00,000",1 private third party insurance ,1 car policies,1 fire policies,"Modern, complete families",have 1 house
122>income>75,imcome<123,not so good income,above middle class,f 0,full Contribution car policies,no Contribution fire policies,no private third party insurance ,1 car policies,no fire policies,"Modern, complete families",have 1 house
122>income>75,imcome<123,good income,middle class,f 50 - 99,full Contribution car policies,"Total loss payable: [100%] loss i.e. Rs. 500,000",1 private third party insurance ,1 car policies,1 fire policies,Lower class large families,have 1 house
115>income>105,imcome<123,very good income,high class,f 0,no Contribution car policies,no Contribution fire policies,no private third party insurance ,no car policies,no fire policies,Village families,have 1 house
95>income>85,income is bit bigger than 123,too good income,golden class,f 50 - 99,full Contribution car policies,Contribution by Equal Shares fire policies,1 private third party insurance ,1 car policies,1 fire policies,Middle class families,have 1 house
122>income>75,imcome<123,not so good income,above poverty line,f 0,full Contribution car policies,no Contribution fire policies,no private third party insurance ,1 car policies,no fire policies,"Young, low educated ",have 1 house
