Income 75-122.000,Income >123.000,Average income,Purchasing power class,Contribution private third party insurance,Contribution car policies,Contribution fire policies,AWAPART Number of private third party insurance 1 - 12,Number of car policies,Number of fire policies,Customer Subtype,Number of houses 
1,1,5,7,0,0,4,0,0,1,8,1
0,0,3,5,2,6,2,1,1,1,39,1
0,0,3,2,0,6,0,0,1,0,24,1
1,1,4,6,2,0,3,1,0,1,3,1
1,0,4,2,0,0,0,0,0,0,22,1
1,0,3,4,0,0,0,0,0,0,41,1
0,0,4,5,2,6,4,1,1,1,35,1
2,0,5,8,0,0,4,0,0,1,10,1
3,0,4,2,2,6,2,1,1,1,22,1
0,0,1,1,2,0,4,1,0,1,16,1
2,1,5,8,2,6,4,1,1,1,10,2
1,1,4,1,0,6,3,0,1,1,31,1
0,0,3,1,0,5,0,0,1,0,25,1
0,0,3,3,0,0,0,0,0,0,36,1
2,0,4,3,1,0,4,1,0,1,36,1
1,1,4,5,0,0,0,0,0,0,9,1
1,0,4,8,0,0,0,0,0,0,1,1
0,0,5,4,0,0,0,0,0,0,41,1
1,0,4,4,2,6,2,1,1,1,38,2
2,1,5,6,2,6,4,1,1,1,13,1
2,0,5,3,0,0,6,0,0,1,40,1
2,0,4,3,0,0,3,0,0,1,33,1
0,0,2,5,0,6,0,0,1,0,39,1
3,0,5,4,0,0,0,0,0,0,41,1
0,0,4,3,0,0,0,0,0,0,33,1
0,0,3,2,0,0,0,0,0,0,22,1
0,0,1,1,0,0,2,0,0,1,28,1
3,3,8,8,0,6,0,0,1,0,1,1
0,0,3,6,0,6,0,0,1,0,34,1
0,1,3,1,2,0,4,1,0,1,26,1
0,0,3,2,0,5,0,0,1,0,30,1
0,0,3,3,2,6,4,1,1,1,23,1
0,0,3,4,0,0,0,0,0,0,38,1
1,0,4,6,0,0,5,0,0,1,3,1
2,1,4,5,0,0,4,0,0,1,35,1
0,0,3,2,2,5,2,1,1,1,24,1
0,0,2,2,0,0,0,0,0,0,24,1
1,0,3,1,0,6,0,0,1,0,31,1
0,0,4,6,0,0,4,0,0,1,7,1
1,0,5,6,2,6,4,1,1,1,3,1
0,0,3,5,2,6,0,1,2,0,39,1
0,0,2,3,2,6,6,1,1,1,33,1
1,0,3,3,0,0,0,0,0,0,23,2
1,0,4,3,0,6,2,0,1,1,33,1
0,1,3,3,0,0,1,0,0,1,33,1
1,0,3,4,2,6,3,1,1,1,38,1
0,0,2,4,0,5,0,0,1,0,38,1
0,0,3,3,0,6,6,0,2,1,33,1
2,0,5,8,2,6,0,1,1,0,6,1
0,0,3,4,0,0,3,0,0,1,9,1
0,0,3,2,0,0,0,0,0,0,22,2
1,0,5,7,2,6,4,1,2,1,8,1
2,0,5,4,2,6,3,1,1,1,9,1
2,0,6,6,0,6,0,0,1,0,7,1
0,0,4,4,0,6,0,0,1,0,41,1
2,0,7,8,2,6,5,1,2,1,10,1
2,2,8,7,0,5,0,0,1,0,10,1
0,0,4,6,0,0,1,0,0,1,13,1
0,0,2,2,0,6,0,0,1,0,30,1
0,0,2,3,2,5,0,1,1,0,23,1
1,0,4,6,0,6,3,0,1,1,13,1
1,1,3,3,0,5,0,0,1,0,36,1
0,0,4,7,0,0,0,0,0,0,12,1
0,0,4,5,0,0,0,0,0,0,39,1
2,0,6,3,0,6,0,0,1,0,33,1
2,0,4,6,2,0,4,1,0,2,3,1
1,0,3,3,1,6,2,1,1,1,33,1
2,1,5,6,2,5,4,1,1,1,2,1
2,1,5,6,0,0,0,0,0,0,2,1
1,0,4,6,0,6,4,0,1,1,3,1
0,0,3,5,2,6,4,1,1,1,35,1
2,1,5,4,0,6,0,0,1,0,23,1
3,1,6,3,0,0,1,0,0,1,5,1
0,0,4,6,0,0,0,0,0,0,3,2
1,1,4,4,0,0,0,0,0,0,37,1
1,0,3,3,0,0,0,0,0,0,33,2
0,0,4,2,0,0,0,0,0,0,30,1
1,0,2,3,0,0,3,0,0,1,23,1
1,0,4,6,0,0,0,0,0,0,13,1
0,0,2,4,0,6,0,0,1,0,38,1
0,0,4,6,0,0,6,0,0,1,11,1
0,1,4,5,0,5,0,0,1,0,35,1
0,0,3,1,0,6,3,0,1,1,26,1
1,0,3,3,1,0,3,1,0,1,33,1
1,0,5,7,0,0,0,0,0,0,8,1
1,0,4,3,0,6,0,0,1,0,5,1
0,0,1,2,2,0,2,1,0,1,24,1
1,1,3,5,2,6,2,1,1,1,39,1
0,0,2,1,2,6,3,1,1,1,31,1
0,0,3,3,0,5,0,0,1,0,23,1
0,0,4,4,0,5,3,0,1,1,9,1
0,0,3,3,2,0,4,1,0,1,33,1
5,0,8,7,0,6,0,0,1,0,12,2
3,0,5,2,2,5,4,1,1,1,30,1
0,0,2,6,0,5,4,0,1,1,3,1
2,0,6,3,2,6,4,1,2,1,33,1
0,0,3,6,2,6,2,1,1,1,13,1
2,0,4,6,0,0,0,0,0,0,3,1
0,0,4,6,0,0,3,0,0,1,11,1
2,0,5,3,2,6,3,1,1,1,40,1
2,2,7,8,2,6,4,1,1,1,1,1
0,0,3,4,0,6,5,0,1,1,38,1
1,0,3,3,0,0,2,0,0,1,33,1
3,1,6,6,2,6,4,1,1,1,3,1
0,0,3,1,0,6,3,0,1,1,31,1
1,1,5,3,0,0,3,0,0,1,36,1
0,0,4,3,0,6,0,0,1,0,33,2
1,0,5,8,0,0,0,0,0,0,10,1
0,0,2,3,2,0,2,1,0,1,23,1
0,0,3,4,0,0,0,0,0,0,38,1
3,1,6,3,0,6,0,0,1,0,5,1
0,0,3,3,2,0,4,1,0,1,29,1
0,0,4,3,0,6,0,0,1,0,33,1
0,0,3,3,0,6,0,0,1,0,33,1
0,0,3,1,0,6,0,0,1,0,32,1
0,0,3,1,0,0,1,0,0,1,31,1
0,0,3,4,0,6,0,0,1,0,38,1
0,0,4,3,0,0,0,0,0,0,33,1
1,0,3,4,0,0,5,0,0,2,37,1
0,0,2,4,2,0,4,1,0,1,41,1
0,0,4,3,2,6,4,1,1,1,38,1
0,0,5,4,2,6,4,1,1,1,41,1
0,0,4,6,0,0,4,0,0,1,3,1
0,0,3,1,0,6,0,0,1,0,31,1
0,0,3,5,0,6,2,0,1,1,35,1
0,0,3,2,1,5,2,1,1,1,22,1
1,0,4,6,0,6,0,0,1,0,3,1
0,0,5,8,0,0,3,0,0,1,1,1
2,0,4,1,0,0,3,0,0,1,25,1
1,0,3,3,0,0,0,0,0,0,33,2
0,1,4,3,0,0,3,0,0,1,33,1
0,0,3,7,0,0,3,0,0,1,8,1
0,0,4,7,1,6,4,1,1,1,8,1
0,0,3,2,2,0,2,1,0,1,22,1
1,1,4,7,0,6,0,0,1,0,11,1
0,0,3,3,2,6,2,1,1,1,23,1
0,0,3,3,0,0,0,0,0,0,33,2
3,0,5,3,2,6,4,1,1,1,33,1
0,0,2,3,1,6,2,1,1,1,29,1
0,0,3,1,0,0,0,0,0,0,25,1
0,0,3,3,2,0,4,1,0,1,33,1
0,0,4,5,0,0,6,0,0,1,35,1
0,0,4,6,2,6,4,1,1,1,3,1
0,0,3,1,0,0,3,0,0,1,32,1
1,0,4,4,2,0,0,1,0,0,38,1
1,0,5,6,2,6,4,1,1,1,7,1
4,0,6,8,0,0,3,0,0,1,6,1
0,0,5,1,1,0,1,1,0,1,25,1
0,0,4,4,0,6,0,0,1,0,41,1
0,0,3,1,0,0,2,0,0,1,32,1
0,1,4,5,2,6,4,1,1,1,35,1
1,0,4,4,1,0,0,1,0,0,38,1
0,0,3,6,2,6,3,1,1,1,3,1
1,0,4,1,0,6,0,0,1,0,31,1
1,0,3,3,0,0,0,0,0,0,33,1
0,0,4,6,2,6,4,1,1,1,13,1
0,0,2,5,0,0,0,0,0,0,39,1
0,0,5,4,0,6,0,0,2,0,9,1
4,0,6,6,0,0,2,0,0,1,34,1
1,0,3,6,0,6,0,0,1,0,3,1
1,0,3,3,0,6,0,0,1,0,23,1
0,0,4,3,0,6,0,0,1,0,23,1
1,0,4,8,2,6,4,1,1,1,10,1
0,0,2,3,0,6,0,0,1,0,33,1
0,0,3,4,2,0,3,1,0,1,9,1
8,1,8,6,2,0,0,1,0,0,34,1
0,0,4,4,2,0,3,1,0,1,38,1
2,0,4,4,0,0,3,0,0,1,38,1
0,0,5,7,1,5,4,1,1,1,8,1
0,0,4,6,0,6,0,0,1,0,34,1
1,0,4,6,0,6,0,0,1,0,3,1
2,1,4,3,0,0,0,0,0,0,33,1
0,0,4,4,2,6,4,1,1,1,37,1
0,0,4,6,0,0,0,0,0,0,13,1
1,0,4,5,2,6,3,1,1,1,23,1
0,0,3,3,0,0,0,0,0,0,36,1
0,0,3,2,0,0,0,0,0,0,24,1
0,0,2,1,0,6,0,0,1,0,31,1
1,0,4,6,0,0,0,0,0,0,11,1
0,0,3,1,2,0,0,1,0,0,31,1
4,0,5,5,0,6,0,0,1,0,35,1
0,0,6,4,0,6,0,0,1,0,41,1
0,0,3,1,0,0,0,0,0,0,31,1
0,0,4,2,2,6,3,1,1,1,24,1
0,0,4,3,2,6,4,1,1,1,33,1
1,1,4,1,0,6,4,0,1,1,32,1
0,0,2,5,1,6,4,1,1,1,39,1
0,0,2,4,2,0,3,1,0,1,38,1
1,0,3,3,2,0,3,1,0,1,33,2
1,0,4,4,0,6,0,0,1,0,38,1
0,0,4,6,2,0,4,1,0,1,34,2
1,0,5,6,0,0,3,0,0,1,3,1
0,0,3,6,0,6,0,0,2,0,13,1
1,0,4,6,2,6,4,1,1,1,11,1
0,0,3,5,0,5,3,0,1,1,39,2
1,0,3,1,2,6,3,1,1,1,32,1
0,0,3,3,1,0,3,1,0,1,33,1
5,0,6,8,2,6,0,1,1,0,1,1
1,0,3,3,2,0,3,1,0,1,23,1
0,0,3,5,2,0,4,1,0,2,35,1
0,0,4,1,0,0,0,0,0,0,31,1
0,0,2,3,0,5,4,0,1,1,38,1
1,0,5,3,0,0,0,0,0,0,36,1
3,0,5,2,2,0,0,1,0,0,30,1
1,0,3,4,0,0,3,0,0,1,9,1
0,0,2,4,0,0,0,0,0,0,38,1
2,0,4,1,2,6,2,1,1,1,28,1
0,0,3,3,2,6,4,1,1,1,40,1
0,0,4,8,2,6,4,1,2,1,6,1
0,0,3,8,2,0,4,1,0,1,8,1
0,0,5,3,0,0,0,0,0,0,29,1
1,0,4,3,0,6,0,0,1,0,33,2
5,0,8,7,2,0,4,1,0,1,12,2
5,1,7,8,0,0,0,0,0,0,1,1
0,0,4,6,0,6,0,0,1,0,13,1
0,0,3,1,0,6,0,0,1,0,32,1
0,0,4,4,2,6,6,1,1,2,41,1
0,0,3,8,0,6,4,0,2,1,10,1
0,1,4,6,2,0,3,1,0,1,11,1
1,0,3,3,0,6,0,0,1,0,33,1
2,1,4,6,0,0,0,0,0,0,11,1
0,0,4,3,2,6,4,1,1,1,33,1
0,0,5,3,0,0,0,0,0,0,40,1
0,0,2,5,2,0,4,1,0,1,39,1
3,0,6,7,2,6,4,1,1,1,12,1
0,0,3,2,0,6,0,0,1,0,30,1
0,0,4,3,2,6,4,1,1,1,36,1
0,0,2,4,0,0,0,0,0,0,38,1
0,0,5,8,2,5,4,1,1,1,1,1
1,0,3,2,0,6,0,0,1,0,24,1
0,1,3,1,0,6,3,0,1,1,26,1
0,0,3,4,1,6,2,1,1,1,9,1
0,0,4,7,1,0,4,1,0,1,12,1
0,0,3,6,0,6,0,0,2,0,3,1
5,0,7,5,0,6,0,0,1,0,35,1
0,0,4,6,2,6,4,1,1,1,3,2
0,0,4,3,0,0,0,0,0,0,33,1
1,0,3,1,2,5,2,1,1,1,25,1
2,0,3,1,2,0,4,1,0,1,32,1
5,0,6,3,0,5,0,0,1,0,33,1
0,0,4,2,0,0,0,0,0,0,22,2
0,0,3,1,0,0,0,0,0,0,26,1
0,0,3,6,0,0,0,0,0,0,4,1
0,1,3,3,2,6,3,1,1,1,36,1
1,1,3,3,0,0,0,0,0,0,33,1
2,0,6,3,2,6,3,1,1,1,33,1
0,0,4,3,0,0,4,0,0,1,36,1
0,0,3,3,0,5,0,0,1,0,23,1
3,1,6,7,2,0,3,1,0,1,8,1
1,0,4,5,0,0,3,0,0,1,37,1
0,0,3,3,2,0,2,1,0,1,23,1
0,0,4,6,0,0,0,0,0,0,3,1
3,0,6,6,2,6,4,1,1,1,34,1
0,0,3,2,0,6,0,0,1,0,30,1
0,0,2,1,0,6,0,0,1,0,30,1
0,0,3,4,0,0,0,0,0,0,38,1
0,0,4,5,0,6,0,0,1,0,35,1
0,0,3,1,0,0,2,0,0,1,27,1
0,0,3,6,0,6,0,0,1,0,2,1
3,0,5,3,0,6,0,0,1,0,33,1
0,0,3,4,0,0,0,0,0,0,38,1
0,0,3,6,0,0,3,0,0,1,13,1
0,0,2,3,0,5,0,0,1,0,33,1
0,0,4,5,0,0,3,0,0,1,35,1
0,0,2,4,0,0,0,0,0,0,38,1
4,0,6,6,0,5,5,0,1,1,3,1
1,0,3,3,0,6,0,0,1,0,36,1
1,0,4,5,0,0,0,0,0,0,39,1
0,0,4,3,0,0,1,0,0,1,33,1
0,0,4,6,0,0,0,0,0,0,34,1
0,0,3,6,0,0,0,0,0,0,34,1
0,0,4,6,2,0,2,1,0,1,11,1
0,1,4,4,0,6,0,0,1,0,41,1
1,0,3,3,0,0,0,0,0,0,33,1
1,1,3,3,2,6,2,1,1,1,29,1
4,0,5,3,2,0,3,1,0,1,23,1
0,3,5,1,1,0,0,1,0,0,25,1
3,2,7,8,0,0,0,0,0,0,6,1
0,0,2,2,2,0,2,1,0,1,24,1
1,0,4,4,2,0,4,1,0,1,37,1
0,0,3,4,2,6,3,1,1,1,38,1
2,0,5,4,0,0,0,0,0,0,9,1
5,1,7,8,0,0,0,0,0,0,1,1
0,0,3,2,0,0,0,0,0,0,24,1
0,0,4,3,0,5,0,0,1,0,33,1
0,1,5,3,2,5,3,1,1,1,23,1
0,0,3,3,0,6,0,0,1,0,23,1
2,1,4,3,0,0,0,0,0,0,33,1
2,0,4,7,0,0,0,0,0,0,12,1
1,1,3,4,0,0,5,0,0,1,37,1
0,0,6,6,2,0,3,1,0,1,2,1
1,0,3,1,0,0,2,0,0,1,31,1
0,0,4,6,2,5,0,1,1,0,13,1
1,1,3,2,2,6,3,1,1,1,18,1
0,0,3,3,2,5,2,1,1,1,23,1
0,0,3,4,0,6,0,0,1,0,9,1
0,0,5,4,2,6,4,1,1,1,41,1
0,0,2,2,2,0,3,1,0,1,24,1
2,1,6,7,0,0,0,0,0,0,8,1
2,1,5,6,0,6,0,0,1,0,2,1
1,1,4,7,0,6,4,0,1,1,8,1
0,0,4,7,2,6,4,1,1,1,8,2
0,0,3,3,0,6,0,0,1,0,23,1
2,1,5,6,2,6,4,1,1,1,7,1
0,0,3,6,0,6,0,0,2,0,34,1
0,0,3,2,0,0,0,0,0,0,24,1
1,0,4,7,0,5,0,0,1,0,8,1
2,0,4,6,2,0,0,1,0,0,17,1
0,0,5,7,2,6,0,1,1,0,13,1
0,1,4,3,2,0,4,1,0,1,33,1
1,0,4,1,0,0,0,0,0,0,31,1
0,0,5,4,0,0,0,0,0,0,9,1
1,0,3,1,0,6,0,0,1,0,31,1
0,0,2,3,0,0,0,0,0,0,36,1
1,0,4,8,0,0,3,0,0,1,10,1
1,0,3,6,2,5,1,1,1,1,4,1
0,0,2,2,0,0,0,0,0,0,24,1
1,0,4,7,0,6,6,0,2,2,8,1
0,0,4,5,2,6,0,1,1,0,35,1
0,0,3,8,0,0,0,0,0,0,6,1
3,0,5,3,0,6,0,0,1,0,33,1
0,0,3,5,0,6,6,0,1,1,39,1
1,0,3,4,0,0,4,0,0,1,38,1
1,1,4,3,2,6,5,1,1,1,33,1
1,1,5,5,2,6,3,1,1,1,39,1
2,0,4,4,2,0,2,1,0,1,41,1
0,0,3,8,0,0,0,0,0,0,6,1
1,1,4,5,0,6,5,0,1,1,35,1
3,0,7,3,0,0,0,0,0,0,33,1
0,0,5,8,2,6,6,1,1,1,6,1
1,0,3,4,2,6,4,1,1,1,41,1
0,1,3,3,2,6,4,1,1,1,33,1
1,0,4,7,2,0,4,1,0,1,8,1
0,0,3,4,0,0,0,0,0,0,9,1
1,0,3,4,0,0,3,0,0,1,9,1
0,0,3,1,0,0,1,0,0,1,32,1
0,0,2,2,2,5,2,1,1,1,24,1
0,0,4,6,0,0,1,0,0,1,2,1
0,0,4,6,0,0,0,0,0,0,3,1
1,0,4,4,2,6,0,1,1,0,38,2
0,0,3,4,0,0,3,0,0,1,38,1
0,0,4,3,0,0,0,0,0,0,36,1
0,0,3,7,0,0,3,0,0,1,12,1
0,0,3,3,2,0,3,1,0,1,33,2
2,2,7,8,2,0,0,1,0,0,1,1
0,0,3,3,0,0,0,0,0,0,33,2
2,1,6,7,2,0,4,1,0,1,8,1
1,0,5,8,2,0,4,1,0,1,10,1
1,0,3,4,0,0,0,0,0,0,38,1
2,0,4,6,0,6,3,0,1,1,11,1
1,0,5,7,2,6,4,1,1,1,8,1
0,0,3,3,0,6,6,0,1,1,33,1
2,0,4,5,0,0,3,0,0,1,35,1
2,1,5,5,0,6,0,0,1,0,39,1
0,0,3,6,2,6,2,1,1,1,13,1
0,0,3,4,2,6,3,1,2,1,9,1
1,0,2,5,2,6,6,1,1,1,39,1
0,0,3,7,2,6,4,1,1,1,12,1
3,0,7,3,0,6,0,0,1,0,33,1
3,1,5,5,1,0,4,1,0,1,39,2
0,0,6,6,0,0,3,0,0,1,2,1
0,0,2,1,0,0,2,0,0,1,27,2
1,0,3,6,0,0,4,0,0,1,4,2
0,0,4,3,0,0,4,0,0,1,29,1
2,0,5,3,2,5,3,1,1,1,40,1
1,0,2,5,0,6,0,0,1,0,39,1
0,0,3,2,2,6,4,1,1,1,30,2
0,0,3,5,0,0,0,0,0,0,39,1
1,1,5,7,0,0,0,0,0,0,8,1
0,0,4,6,0,0,0,0,0,0,3,1
0,0,4,4,0,0,0,0,0,0,9,1
1,0,4,4,2,6,3,1,1,1,41,1
1,0,4,5,1,6,4,1,1,1,35,1
1,0,4,4,0,0,0,0,0,0,38,1
3,0,6,4,2,7,2,1,3,1,38,1
0,0,3,1,2,6,4,1,1,1,28,4
0,0,4,3,0,0,2,0,0,1,36,1
0,0,3,6,0,0,4,0,0,1,3,1
0,0,4,4,0,6,0,0,1,0,9,1
0,0,3,1,0,0,5,0,0,1,28,4
0,0,3,3,0,5,0,0,1,0,23,2
1,0,3,3,2,0,2,1,0,1,23,1
1,0,5,6,0,6,0,0,1,0,13,1
0,0,3,4,0,0,0,0,0,0,38,1
0,0,3,5,0,6,0,0,1,0,35,1
0,0,4,3,2,0,4,1,0,1,33,1
1,0,3,5,0,0,0,0,0,0,39,1
3,0,5,5,0,6,0,0,1,0,39,1
1,0,4,7,0,0,3,0,0,1,8,1
0,0,2,1,0,6,0,0,1,0,31,1
0,0,3,4,0,6,0,0,1,0,38,1
0,0,3,3,2,0,0,1,0,0,33,2
2,1,5,3,0,0,3,0,0,1,36,1
0,1,3,4,1,6,1,1,1,1,9,1
2,0,4,4,0,0,3,0,0,1,38,1
1,0,4,3,0,0,0,0,0,0,5,1
0,0,4,6,2,6,5,1,1,1,34,1
4,1,6,2,0,0,3,0,0,1,30,1
0,0,4,6,0,0,0,0,0,0,11,1
1,0,3,3,2,0,2,1,0,1,23,1
2,0,4,3,2,0,0,1,0,0,33,1
2,0,3,5,0,0,0,0,0,0,35,1
0,0,3,4,0,5,0,0,1,0,9,2
2,0,3,2,0,5,0,0,1,0,25,1
1,0,3,1,2,0,4,1,0,2,32,1
1,0,4,3,2,0,3,1,0,2,36,1
0,0,3,2,2,6,4,1,1,1,24,1
1,0,4,8,2,6,0,1,1,0,1,1
0,0,2,1,0,6,0,0,1,0,31,1
1,1,2,4,0,0,0,0,0,0,9,1
1,0,3,3,2,0,4,1,0,1,36,1
0,0,5,6,2,5,4,1,1,1,3,1
0,0,4,3,0,6,0,0,1,0,33,1
0,0,4,5,0,5,0,0,1,0,39,1
0,0,3,3,0,0,0,0,0,0,33,1
1,0,3,1,1,0,2,1,0,1,32,1
0,0,2,4,0,0,0,0,0,0,38,1
1,0,4,6,2,6,4,1,1,1,13,1
0,0,2,4,0,5,0,0,1,0,9,1
0,0,3,4,0,0,0,0,0,0,9,1
0,0,1,5,2,0,0,1,0,0,39,1
0,0,2,1,2,6,3,1,1,1,31,1
2,3,8,6,2,0,0,1,0,0,34,1
1,0,5,7,0,5,3,0,1,1,8,1
2,0,4,3,0,0,0,0,0,0,33,1
0,1,4,3,0,6,0,0,1,0,33,1
2,1,6,7,2,6,0,1,1,0,8,1
4,0,5,4,2,0,0,1,0,0,41,1
0,0,2,5,0,0,3,0,0,1,39,2
1,1,3,3,2,6,4,1,1,1,33,1
0,0,2,2,0,0,0,0,0,0,24,1
0,0,3,5,0,6,0,0,1,0,39,1
0,0,3,5,2,6,3,1,1,1,39,1
0,0,3,3,2,6,3,1,1,1,23,1
1,0,3,3,2,0,7,1,0,4,36,1
0,0,3,4,0,0,6,0,0,1,41,1
6,1,8,8,2,0,4,1,0,1,8,1
0,0,2,2,0,5,0,0,1,0,20,1
1,1,4,1,2,6,4,1,1,1,32,1
0,1,4,6,0,6,0,0,1,0,11,1
0,1,4,4,0,0,0,0,0,0,23,2
3,0,6,7,2,6,3,1,1,1,8,1
0,0,3,2,0,0,0,0,0,0,24,1
0,2,6,3,0,0,0,0,0,0,33,1
1,0,3,5,2,0,4,1,0,1,39,1
0,0,6,4,1,0,3,1,0,1,41,1
1,1,4,4,0,0,0,0,0,0,9,1
1,0,3,2,2,6,3,1,1,1,24,1
1,0,5,8,0,0,0,0,0,0,1,1
0,0,2,3,0,6,0,0,1,0,33,1
4,0,7,7,0,0,0,0,0,0,8,1
2,0,4,6,0,0,0,0,0,0,34,1
0,0,1,1,0,6,0,0,1,0,31,1
2,0,4,2,0,6,0,0,1,0,24,1
1,0,3,6,0,0,0,0,0,0,3,1
1,1,3,2,0,0,0,0,0,0,20,1
0,1,4,6,0,0,0,0,0,0,3,1
0,0,2,1,2,6,3,1,1,1,31,1
0,0,2,2,1,0,0,1,0,0,20,1
1,0,3,3,0,0,2,0,0,1,23,1
0,0,4,4,0,0,3,0,0,1,38,1
2,1,6,7,0,0,0,0,0,0,8,1
2,1,4,6,2,0,3,1,0,1,3,1
2,0,4,4,0,0,3,0,0,1,41,1
4,0,7,3,0,5,0,0,1,0,33,1
0,0,4,3,0,0,0,0,0,0,33,1
0,0,3,1,0,0,0,0,0,0,31,1
0,0,2,4,0,6,0,0,1,0,41,1
0,0,3,3,2,6,4,1,1,2,33,2
3,0,6,4,0,0,0,0,0,0,38,1
1,0,3,1,0,0,0,0,0,0,21,2
0,0,4,3,2,6,4,1,2,1,33,1
0,0,3,3,0,5,4,0,1,1,33,1
0,0,4,1,2,5,3,1,1,1,31,1
0,0,3,3,2,6,4,1,1,1,33,1
1,0,3,3,2,0,4,1,0,1,33,2
0,0,4,7,2,0,2,1,0,1,12,1
0,0,4,3,0,6,3,0,1,1,33,1
0,0,4,3,0,0,1,0,0,1,33,1
0,0,2,5,2,6,4,1,1,1,39,2
3,0,4,7,2,0,3,1,0,1,8,1
3,0,6,2,2,0,3,1,0,1,22,1
2,1,5,3,2,6,4,1,1,1,36,1
0,0,4,7,2,0,0,1,0,0,8,2
1,1,5,7,2,6,4,1,1,1,8,1
1,0,4,6,0,7,0,0,1,0,4,1
1,0,4,6,0,0,0,0,0,0,3,1
0,0,3,4,2,6,3,1,1,1,9,1
0,0,4,3,2,5,3,1,1,1,33,2
0,0,2,2,0,0,0,0,0,0,24,1
0,0,3,2,0,0,0,0,0,0,24,1
4,0,6,8,0,6,0,0,1,0,6,1
0,0,3,1,0,5,0,0,1,0,31,1
0,0,4,4,0,0,0,0,0,0,41,1
4,0,6,6,0,0,0,0,0,0,34,1
0,0,4,3,2,6,4,1,1,1,36,1
1,0,3,3,0,0,3,0,0,1,23,1
0,0,3,3,2,5,4,1,1,1,33,1
0,0,3,5,0,0,0,0,0,0,35,1
0,0,3,3,0,6,0,0,1,0,40,1
0,0,4,4,0,0,3,0,0,1,38,1
0,0,3,5,2,6,2,1,1,1,39,1
5,0,6,3,2,6,4,1,1,1,33,1
3,0,6,8,2,6,4,1,1,1,6,1
0,0,3,5,2,6,3,1,1,1,39,1
1,1,5,3,0,0,0,0,0,0,36,1
0,0,2,2,2,0,3,1,0,1,24,1
0,0,3,4,2,6,4,1,1,1,38,1
1,0,3,2,2,0,2,1,0,1,24,1
0,0,3,1,2,6,2,1,1,1,25,1
2,0,4,3,2,0,2,1,0,1,5,1
0,1,4,3,0,0,0,0,0,0,33,1
1,1,4,4,0,0,0,0,0,0,9,1
0,0,3,3,0,0,0,0,0,0,33,2
2,0,6,6,2,0,4,1,0,1,11,1
1,0,4,1,0,0,0,0,0,0,31,1
0,0,4,4,0,0,0,0,0,0,41,1
0,0,4,4,0,6,0,0,1,0,9,1
0,0,3,3,0,0,5,0,0,1,33,1
2,0,5,4,2,5,4,1,1,1,38,1
1,0,4,2,2,6,4,1,1,1,30,1
0,0,3,1,0,5,0,0,1,0,32,1
2,1,5,8,2,5,4,1,1,1,6,1
2,0,4,3,2,0,4,1,0,1,36,1
1,0,3,1,2,5,2,1,1,1,32,1
0,0,5,8,0,6,2,0,1,1,6,1
0,0,2,1,0,5,0,0,1,0,31,1
0,0,4,1,0,0,3,0,0,1,31,1
0,0,3,4,2,6,3,1,2,1,9,1
1,1,4,5,0,0,0,0,0,0,39,2
0,0,4,4,0,5,0,0,1,0,9,1
0,0,3,1,0,6,0,0,1,0,25,1
0,0,3,7,2,6,3,1,1,1,12,1
0,0,3,1,0,6,0,0,1,0,32,1
0,0,3,3,0,6,0,0,1,0,33,1
2,0,4,3,0,0,3,0,0,2,36,1
1,0,3,4,2,5,4,1,1,1,41,1
0,0,3,5,0,0,6,0,0,1,39,2
1,1,4,3,0,5,0,0,1,0,23,1
2,0,4,2,2,6,4,1,1,1,24,1
0,0,3,2,0,0,0,0,0,0,24,1
1,0,3,3,0,0,0,0,0,0,33,1
1,1,3,5,0,0,0,0,0,0,39,1
0,0,4,6,0,0,0,0,0,0,34,1
0,0,4,6,2,0,2,1,0,1,11,1
0,0,4,6,2,6,4,1,1,1,13,1
1,0,3,3,0,0,0,0,0,0,23,1
0,1,4,3,0,0,2,0,0,1,33,1
1,0,4,3,2,0,3,1,0,1,36,1
1,0,2,1,2,6,1,1,1,1,32,1
0,0,4,4,2,0,2,1,0,1,9,1
2,0,6,6,0,5,0,0,1,0,11,1
0,0,5,4,2,6,4,1,2,1,41,1
1,0,3,5,0,6,0,0,1,0,39,1
1,0,4,4,1,6,2,1,1,1,38,1
1,0,4,3,0,0,0,0,0,0,33,2
0,0,3,3,0,0,4,0,0,1,33,1
2,4,8,3,2,6,4,1,1,1,33,1
0,0,2,4,0,0,0,0,0,0,38,1
1,0,3,5,0,0,3,0,0,1,39,1
0,0,2,3,0,0,0,0,0,0,33,1
1,1,3,5,0,5,0,0,1,0,39,1
0,0,3,1,0,5,0,0,1,0,25,1
0,0,4,3,0,0,4,0,0,1,33,1
4,0,7,7,0,6,4,0,1,1,8,1
0,0,4,5,0,6,0,0,1,0,35,1
1,1,4,4,2,6,3,1,1,1,41,1
2,0,4,3,2,5,2,1,1,1,23,1
0,0,3,3,2,6,3,1,1,1,33,1
3,0,5,4,0,0,0,0,0,0,9,1
0,0,4,8,0,0,0,0,0,0,10,1
2,0,4,8,0,0,2,0,0,1,10,1
0,0,3,7,0,0,5,0,0,1,8,1
0,0,2,6,0,6,0,0,1,0,3,1
0,0,4,4,0,6,0,0,1,0,9,1
2,2,8,7,2,6,4,1,1,1,8,2
0,0,4,6,0,6,0,0,1,0,34,1
1,1,3,5,0,0,1,0,0,1,39,1
